"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","RMG","RMN"
1248.5,5.408,25.7146,95.3656,283.558,6.4948,6.5823,5.1328,5.7447
1248.625,5.424,10.9208,86.893,280.9832,7.121,7.1326,5.3691,6.4146
1248.75,5.441,0.6043,77.2913,289.6706,7.4703,7.5206,6.4583,7.8577
1248.875,5.457,-3.8568,71.2125,295.9478,7.9259,8.0149,6.4923,7.8399
1249,5.474,-4.9027,72.131,276.7592,8.1854,8.3055,5.2674,6.2649
1249.125,5.49,-4.4873,76.2524,273.3938,7.6578,7.9026,5.0162,6.3839
1249.25,5.507,-1.6163,76.8735,286.6906,7.2539,7.5035,6.5934,7.9995
1249.375,5.523,3.1795,74.7544,283.9976,7.825,7.9092,6.315,7.0934
1249.5,5.539,7.0935,71.4535,286.5394,8.4319,8.3755,4.6254,5.664
1249.625,5.556,12.3712,70.998,298.6729,7.8443,7.8248,6.2777,7.561
1249.75,5.572,23.272,75.9927,295.3135,6.8183,6.8987,6.696,7.8382
1249.875,5.589,37.0781,85.7337,283.8402,6.4518,6.5243,5.4132,5.8509
1250,5.605,45.3616,95.4032,299.2512,6.1582,6.248,3.613,4.3
1250.125,5.622,48.3592,101.3765,291.7118,5.5737,5.6825,3.8357,4.5587
1250.25,5.638,51.3509,106.7514,284.06,5.3065,5.3338,3.9298,4.689
1250.375,5.655,57.2367,108.7237,289.6855,5.3967,5.3379,4.1763,4.7743
1250.5,5.671,63.0134,110.0486,293.0984,5.3002,5.2722,3.3573,3.9792
1250.625,5.687,65.5966,116.8725,300.7222,4.8775,4.9486,3.0081,3.7108
1250.75,5.704,66.9679,120.6102,281.8958,4.5136,4.6287,3.2886,3.8926
1250.875,5.72,68.1783,123.0341,284.1564,4.3958,4.5174,3.3004,3.8233
1251,5.737,68.7029,127.483,283.9111,4.4709,4.5668,2.9959,3.6175
1251.125,5.753,69.0406,130.7049,272.8898,4.4334,4.5443,2.9781,3.6358
1251.25,5.77,69.2358,131.8868,276.6473,4.3045,4.4403,3.066,3.7688
1251.375,5.786,68.9188,135.8013,282.6575,4.2077,4.3374,3.1082,3.7186
1251.5,5.803,68.4441,137.7322,282.8772,4.0512,4.2258,2.8833,3.4636
1251.625,5.819,68.3483,136.0798,315.963,3.9189,4.1426,2.7564,3.329
1251.75,5.836,67.9925,134.7286,336.7243,3.9608,4.1907,2.7302,3.3348
1251.875,5.852,67.3916,131.725,302.2211,4.1407,4.359,2.7924,3.3
1252,5.868,66.7604,129.9709,271.8499,4.351,4.5444,3.1633,3.8248
1252.125,5.885,67.422,128.9021,288.6655,4.4901,4.6692,3.4412,3.981
1252.25,5.901,68.0894,128.8155,294.0633,4.5155,4.6783,3.1371,3.7873
1252.375,5.918,68.434,131.7438,282.8492,4.3812,4.5345,2.9859,3.5176
1252.5,5.934,68.7474,133.9608,295.5982,4.1293,4.3156,2.6196,3.1779
1252.625,5.951,68.3128,136.4976,305.8007,3.9184,4.13,2.6497,3.1932
1252.75,5.967,67.5847,140.5551,310.6676,3.7967,4.0057,2.9517,3.3431
1252.875,5.984,68.3964,141.4021,321.2114,3.7199,3.9313,2.728,3.282
1253,6,68.5294,139.8852,317.3586,3.7252,3.9371,2.6229,3.1696
1253.125,6.033,67.9701,139.3318,301.9969,3.7775,4.0044,2.2962,3.1785
1253.25,6.066,67.409,139.7082,294.8958,3.8382,4.0847,2.7082,3.4094
1253.375,6.099,67.4723,141.4021,296.9556,3.8881,4.122,2.9309,3.6038
1253.5,6.132,67.5854,144.2927,287.2531,3.8796,4.1045,2.9821,3.5308
1253.625,6.164,68.059,147.9964,294.4263,3.8642,4.1074,2.6391,3.2429
1253.75,6.197,67.8555,150.5183,304.2634,3.889,4.1554,2.5727,3.2466
1253.875,6.23,66.572,150.8645,306.2306,3.9508,4.2341,2.8897,3.5384
1254,6.263,66.217,146.0203,310.7568,4.0707,4.371,3.244,3.8282
1254.125,6.296,66.4498,134.6269,305.5403,4.3092,4.6151,3.2223,4.0242
1254.25,6.329,66.0666,121.8823,307.6778,4.5212,4.8343,3.3634,3.9919
1254.375,6.362,65.0543,111.3623,304.1366,4.6274,4.9715,3.4785,4.1122
1254.5,6.395,63.9892,105.7917,295.9933,4.7316,5.1044,3.6727,4.3336
1254.625,6.428,62.6714,107.5117,288.8299,4.8556,5.2263,3.8369,4.523
1254.75,6.461,61.5043,113.0861,291.985,4.9235,5.2956,3.8741,4.5484
1254.875,6.493,62.2697,117.4522,292.4415,4.9784,5.3521,3.7413,4.3488
1255,6.526,63.1472,121.6829,296.201,5.0336,5.3792,3.5621,4.2162
1255.125,6.559,62.4935,123.5196,300.94,5.0052,5.347,3.6013,4.3259
1255.25,6.592,61.7133,122.526,290.9581,4.9314,5.2958,4.048,4.6635
1255.375,6.625,60.961,121.0505,284.7168,4.9465,5.3221,3.9082,4.5755
1255.5,6.658,58.9541,116.6054,289.2065,5.0343,5.4395,3.8255,4.4857
1255.625,6.691,54.2551,109.1377,288.7664,5.2148,5.671,3.7871,4.5738
1255.75,6.724,47.3382,105.2007,290.029,5.588,6.108,4.3585,5.1396
1255.875,6.757,37.7122,102.7805,288.4742,6.245,6.8781,4.7526,5.5717
1256,6.789,27.5891,99.442,285.9725,7.4835,8.2024,4.9625,6.1326
1256.125,6.822,21.0529,97.0331,295.8419,8.9348,9.6961,5.5234,6.8975
1256.25,6.855,19.2202,96.1372,300.5124,9.4738,10.2831,4.8201,6.3821
1256.375,6.888,24.5565,98.9751,298.0166,8.8755,9.7645,4.9424,6.392
1256.5,6.921,36.5188,108.2382,293.1198,7.6647,8.5711,4.1491,5.419
1256.625,6.954,46.943,120.0757,270.851,6.5097,7.3203,3.5698,4.6273
1256.75,6.987,50.703,124.8596,271.291,5.6618,6.3444,3.5479,4.4852
1256.875,7.019,49.9572,121.3479,269.999,5.1459,5.7128,4.0678,4.8473
1257,7.05,50.3946,113.5716,260.9151,5.0319,5.5491,4.8417,5.2756
1257.125,7.081,48.1925,106.4578,260.9057,5.1312,5.7058,4.0029,4.6608
1257.25,7.113,40.7336,101.8772,269.5804,5.6368,6.3411,4.3553,5.0222
1257.375,7.144,24.5826,96.1786,283.7039,6.9589,7.7429,4.8503,5.6076
1257.5,7.175,3.4499,87.6383,266.2604,8.8146,9.6077,6.1879,7.6433
1257.625,7.206,-13.7593,77.4494,296.4448,11.1751,11.9337,7.9042,9.7373
1257.75,7.238,-24.2768,66.9857,299.8891,13.3813,14.3145,7.5079,9.3483
1257.875,7.269,-29.6034,59.0966,297.5416,13.5598,14.8906,7.2893,9.1977
1258,7.3,-31.8391,57.3425,303.3505,11.396,12.7708,7.2495,8.9798
1258.125,7.331,-29.868,56.7215,313.6868,9.1247,10.4639,7.0859,8.6708
1258.25,7.363,-26.8152,55.8408,319.0807,8.5551,9.9879,6.258,7.5207
1258.375,7.394,-28.1843,54.1695,319.9593,9.1615,10.5487,5.5243,6.9581
1258.5,7.425,-30.4573,52.4269,297.0971,9.8815,11.1244,6.9536,8.9174
1258.625,7.456,-28.9852,51.2563,261.6534,11.4846,12.4141,7.7693,10.1149
