"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1197.125,1.81,62.2882,103.8289,317.0364,3.4424,4.0195,2.2981,2.3479,2.7508
1197.25,1.837,62.8715,110.1781,303.627,3.5668,3.904,2.3375,2.5524,3.0322
1197.375,1.864,63.299,114.0304,313.6871,3.5844,3.7357,2.3939,2.3706,2.8211
1197.5,1.891,63.3256,109.2686,315.6684,3.3742,3.5424,2.41,2.052,2.6237
1197.625,1.918,63.0988,107.9327,300.6508,3.0969,3.3234,2.3993,2.0937,2.4727
1197.75,1.946,62.4617,115.5336,333.0623,2.9544,3.4011,2.3726,1.6805,1.9911
1197.875,1.973,61.7987,120.2183,341.0284,3.0098,3.6864,2.388,1.6772,1.9859
1198,2,60.8901,114.5856,337.5137,3.677,4.359,2.4479,1.9783,2.4044
1198.125,2.048,59.5086,105.9521,320.2328,4.6072,4.8738,2.4283,2.1266,2.7885
1198.25,2.096,57.7572,100.5771,288.1783,5.621,5.7472,2.3593,3.5285,4.874
1198.375,2.144,55.9089,97.4282,280.139,6.4616,6.6698,2.3024,4.8991,6.0192
1198.5,2.192,54.5625,95.1893,282.7934,6.9301,7.2623,2.2746,5.021,5.8403
1198.625,2.24,53.0828,91.9114,286.3773,6.7533,7.2794,2.2593,4.3195,5.0379
1198.75,2.288,51.8055,90.5886,287.6495,6.3641,7.0272,2.246,3.6628,4.6841
1198.875,2.337,50.7402,90.0337,285.9013,6.3777,7.0739,2.2241,4.7669,6.2017
1199,2.385,49.5106,87.4915,290.7733,7.4689,8.1326,2.2031,5.7316,6.5642
1199.125,2.433,48.7233,81.439,293.2958,7.8147,8.5144,2.1824,5.4737,6.3505
1199.25,2.481,48.2724,75.6705,292.2919,7.3138,7.9349,2.1583,5.4416,6.6492
1199.375,2.529,48.3132,73.1926,286.5499,7.6666,8.0569,2.1539,5.8942,7.8806
1199.5,2.577,49.0367,76.0575,284.5411,7.9178,8.2664,2.1711,5.1033,6.403
1199.625,2.625,50.2251,84.4197,287.167,6.5146,6.8337,2.1694,4.5044,5.4747
1199.75,2.673,51.3942,94.0984,284.898,5.5626,5.777,2.1812,5.0538,6.1504
1199.875,2.721,52.9829,107.6744,285.7019,5.1501,5.2684,2.2439,4.1808,4.8951
1200,2.769,54.6566,120.8698,301.9797,4.7705,4.9286,2.3122,2.719,3.5785
1200.125,2.817,56.0264,125.7157,301.1163,4.3427,4.6439,2.3554,2.7224,3.6898
1200.25,2.865,57.076,120.8508,293.3774,4.3973,4.7043,2.3967,2.9843,3.984
1200.375,2.913,57.7781,109.3785,288.4283,4.9423,4.9327,2.4226,3.4144,4.0392
1200.5,2.962,57.8988,102.7324,283.8729,5.1382,5.0849,2.4309,3.5465,4.2872
1200.625,3.007,57.7628,97.996,279.8524,5.1099,5.1157,2.4203,3.6641,4.5135
1200.75,3.039,57.597,99.4928,279.9651,5.0985,5.1287,2.3828,3.7179,4.4342
1200.875,3.072,57.4726,105.6098,288.4276,5.1801,5.2265,2.3652,3.4378,4.1152
